Incident Date,State,City Or County,# Killed,# Injured,Code
2020-06-22,Minnesota,Minneapolis,0,4,MN
2020-06-22,Ohio,Columbus,1,4,OH
2020-06-22,Minnesota,Minneapolis,0,4,MN
2020-06-22,Illinois,Chicago,0,4,IL
2020-06-23,Florida,Lake Worth,0,5,FL
2020-06-23,Illinois,Chicago,0,4,IL
2020-06-24,Tennessee,Jackson,0,4,TN
2020-06-25,Pennsylvania,Philadelphia,0,4,PA
2020-06-25,Connecticut,Bridgeport,1,3,CT
2020-06-26,California,Fresno,0,4,CA
2020-06-26,Colorado,Aurora,0,5,CO
2020-06-26,Arizona,Phoenix,0,4,AZ
2020-06-27,Illinois,Chicago,2,2,IL
2020-06-27,Illinois,Peoria,0,4,IL
2020-06-27,New York,Brooklyn,0,4,NY
2020-06-27,California,Red Bluff,3,4,CA
2020-06-27,Arkansas,Blytheville,3,1,AR
2020-06-28,Alabama,Akron,0,7,AL
2020-06-28,Pennsylvania,Philadelphia,2,2,PA
2020-06-29,South Dakota,Sioux Falls,1,3,SD
2020-06-29,California,Sylmar,0,4,CA
2020-06-30,Georgia,Atlanta,1,4,GA
2020-06-30,Iowa,Davenport,0,5,IA
2020-06-30,Illinois,Chicago,0,4,IL
2020-06-30,Ohio,Dayton,0,4,OH
2020-06-30,Arkansas,Greenbrier,0,4,AR
2020-06-30,Massachusetts,Boston,1,3,MA
2020-07-01,Louisiana,Lake Charles,0,4,LA
2020-07-01,California,Oakland,0,4,CA
2020-07-02,New Jersey,Paterson,1,4,NJ
2020-07-02,Massachusetts,Somerville,0,4,MA
2020-07-02,California,Delano,2,3,CA
2020-07-03,Maryland,Baltimore,0,4,MD
2020-07-03,Alabama,Birmingham (Hoover),1,3,AL
2020-07-04,Louisiana,Baton Rouge,0,4,LA
2020-07-04,Illinois,Chicago,4,4,IL
2020-07-04,Illinois,Chicago,1,3,IL
2020-07-04,Massachusetts,Lynn,1,4,MA
2020-07-04,Georgia,Atlanta,0,5,GA
2020-07-04,Maryland,Temple Hills (Marlow Heights),1,3,MD
2020-07-04,South Carolina,Red Oak,0,5,SC
2020-07-04,Mississippi,Jackson,1,3,MS
2020-07-05,South Carolina,Greenville,2,8,SC
2020-07-05,Michigan,Detroit,2,4,MI
2020-07-05,Illinois,Chicago,0,4,IL
2020-07-05,Iowa,Davenport,1,3,IA
2020-07-05,New York,New York (Manhattan),0,5,NY
2020-07-05,Georgia,Atlanta,2,13,GA
2020-07-05,Missouri,Columbia,2,3,MO
2020-07-05,Wisconsin,Milwaukee,0,4,WI
2020-07-05,Arkansas,Helena,1,3,AR
2020-07-05,Maryland,Cambridge,0,4,MD
2020-07-05,Illinois,Chicago,1,5,IL
2020-07-05,Pennsylvania,Ephrata,0,4,PA
2020-07-05,Illinois,Freeport,1,5,IL
2020-07-05,Mississippi,Greenville,0,4,MS
2020-07-05,Texas,Houston,0,4,TX
2020-07-06,Illinois,Chicago,0,6,IL
2020-07-07,New Jersey,Paterson,4,3,NJ
2020-07-07,Virginia,Alexandria,0,5,VA
2020-07-11,Delaware,Wilmington,0,5,DE
2020-07-11,New York,Rochester,0,6,NY
2020-07-12,New York,Brooklyn,1,3,NY
2020-07-12,Louisiana,Baton Rouge,1,7,LA
2020-07-12,Florida,Fort Lauderdale,2,2,FL
2020-07-12,Michigan,Lansing,0,5,MI
2020-07-12,Illinois,Chicago,1,4,IL
2020-07-12,Mississippi,Como,2,4,MS
2020-07-12,Illinois,Chicago,1,3,IL
2020-07-13,Washington,Kent,0,6,WA
2020-07-13,Kentucky,Louisville,1,3,KY
2020-07-13,New York,Brooklyn,0,6,NY
2020-07-14,North Carolina,Durham,0,8,NC
2020-07-14,Missouri,Saint Joseph,0,5,MO
2020-07-15,New York,Brooklyn,1,5,NY
2020-07-15,Louisiana,Shreveport,1,3,LA
2020-07-16,Tennessee,Nashville,0,5,TN
2020-07-17,Ohio,Columbus,0,4,OH
2020-07-17,Florida,Madison,0,4,FL
2020-07-18,Illinois,Chicago,1,4,IL
2020-07-19,Michigan,Detroit,4,0,MI
2020-07-19,District of Columbia,Washington,1,8,DC
2020-07-19,Illinois,Chicago,2,3,IL
2020-07-19,Nebraska,Omaha,0,8,NE
2020-07-19,Illinois,Peoria,0,13,IL
2020-07-19,Michigan,Detroit,1,3,MI
2020-07-20,Illinois,Chicago,0,5,IL
2020-07-20,Virginia,Richmond,1,4,VA
2020-07-21,Illinois,Chicago,0,15,IL
2020-07-22,Michigan,Warren,0,4,MI
2020-07-23,Virginia,Fairfield,1,3,VA
2020-07-23,Virginia,Petersburg,0,4,VA
2020-07-23,Illinois,Chicago,2,4,IL
2020-07-24,Georgia,Atlanta,2,2,GA
2020-07-25,California,Manteca,0,7,CA
2020-07-25,Texas,Dallas,0,4,TX
2020-07-25,Colorado,Denver,2,3,CO
2020-07-25,Florida,Miami,1,3,FL
2020-07-25,North Carolina,Raleigh,0,4,NC
2020-07-25,Michigan,Flint,0,6,MI
2020-07-26,Texas,Mount Enterprise,0,4,TX
2020-07-26,Michigan,Flint,1,3,MI
2020-07-26,Colorado,Commerce City,1,3,CO
2020-07-26,Arkansas,Magnolia,0,4,AR
2020-07-26,Kentucky,Louisville,1,3,KY
2020-07-27,Illinois,Chicago,1,4,IL
2020-07-27,Washington,Federal Way,1,3,WA
2020-07-28,Wisconsin,Milwaukee,0,4,WI
2020-07-28,Delaware,Wilmington,2,2,DE
2020-07-29,Michigan,Detroit,0,4,MI
2020-07-29,Missouri,Saint Louis,3,2,MO
2020-07-29,Ohio,Elyria,5,0,OH
2020-07-30,Florida,Miami Gardens,0,5,FL
2020-07-30,Florida,Tampa,0,5,FL
2020-07-31,Pennsylvania,Philadelphia,2,2,PA
2020-08-01,Illinois,Chicago,1,4,IL
2020-08-01,Texas,Pointblank,2,3,TX
2020-08-01,Alabama,Montgomery,0,4,AL
2020-08-01,Colorado,Denver,1,4,CO
2020-08-02,New Jersey,Newark,0,5,NJ
2020-08-02,Pennsylvania,Philadelphia,0,4,PA
2020-08-03,New York,Bronx,0,4,NY
2020-08-04,District of Columbia,Washington,0,4,DC
2020-08-04,Connecticut,Hartford,1,5,CT
2020-08-04,Missouri,Saint Louis,1,3,MO
2020-08-04,California,Beverly Hills,1,4,CA
2020-08-04,Wisconsin,Madison,0,4,WI
2020-08-05,Illinois,Chicago,0,4,IL
2020-08-06,California,Oakland,1,3,CA
2020-08-08,New York,Albany,1,3,NY
2020-08-08,Alabama,Birmingham (Ensley),1,5,AL
2020-08-08,Massachusetts,Brockton,0,5,MA
2020-08-08,Pennsylvania,Philadelphia,0,6,PA
2020-08-08,Kentucky,Paducah,1,4,KY
2020-08-09,Mississippi,Jackson,0,4,MS
2020-08-09,Colorado,Denver,0,9,CO
2020-08-09,District of Columbia,Washington,1,21,DC
2020-08-09,Texas,Houston,0,4,TX
2020-08-09,Ohio,Toledo,0,6,OH
2020-08-11,California,Torrance,0,5,CA
2020-08-12,Ohio,Dayton,1,3,OH
2020-08-12,New Jersey,Newark,1,4,NJ
2020-08-14,New York,New York (Manhattan),0,4,NY
2020-08-15,Alabama,Troy,2,3,AL
2020-08-15,Connecticut,New Haven,1,5,CT
2020-08-15,New York,Rochester,0,5,NY
2020-08-15,Pennsylvania,Philadelphia,0,5,PA
2020-08-15,Michigan,Belleville,4,0,MI
2020-08-16,Kentucky,Lexington,1,3,KY
2020-08-16,Ohio,Cincinnati,1,3,OH
2020-08-16,Ohio,Cincinnati,2,9,OH
2020-08-16,Colorado,Denver,2,4,CO
2020-08-16,Oklahoma,Oklahoma City,0,4,OK
2020-08-16,Ohio,Cincinnati,1,3,OH
2020-08-17,Texas,Dayton,3,2,TX
2020-08-17,New York,Brooklyn,0,4,NY
2020-08-17,Ohio,Cleveland,0,5,OH
2020-08-18,Pennsylvania,Philadelphia,1,4,PA
2020-08-18,Illinois,Rockford,0,4,IL
2020-08-18,New York,Corona (Queens),0,4,NY
2020-08-19,Pennsylvania,Philadelphia,0,4,PA
2020-08-19,Illinois,Chicago,0,6,IL
2020-08-22,Illinois,Rockford,1,3,IL
2020-08-22,Alabama,Bessemer (Hueytown),1,3,AL
2020-08-23,Illinois,Chicago,0,4,IL
2020-08-23,Illinois,Champaign,0,4,IL
2020-08-23,Colorado,Pueblo,0,6,CO
2020-08-23,Tennessee,Somerville,1,4,TN
2020-08-23,New York,Brooklyn,1,3,NY
2020-08-23,Arkansas,Pine Bluff,0,7,AR
2020-08-24,Michigan,Detroit,0,4,MI
2020-08-24,Florida,West Palm Beach,0,4,FL
2020-08-24,California,Sacramento,1,3,CA
2020-08-24,Virginia,Richmond,1,4,VA
2020-08-25,New York,Rochester,0,4,NY
2020-08-25,Virginia,Norfolk,0,5,VA
2020-08-26,Pennsylvania,Philadelphia,0,4,PA
2020-08-26,South Carolina,Hilton Head Island,0,4,SC
2020-08-26,Michigan,Pontiac,3,1,MI
2020-08-27,Oregon,Portland,1,3,OR
2020-08-28,Texas,Dallas,1,4,TX
2020-08-28,Minnesota,Minneapolis,0,4,MN
2020-08-28,Pennsylvania,Chester,1,3,PA
2020-08-29,Nevada,Las Vegas,2,2,NV
2020-08-29,Illinois,Rock Island,1,5,IL
2020-08-30,Illinois,Zion,1,3,IL
2020-08-30,Kentucky,Lexington,0,7,KY
2020-08-30,Texas,San Antonio,2,2,TX
2020-08-30,New York,Buffalo,1,4,NY
2020-08-30,Illinois,Chicago,1,4,IL
2020-08-30,Kentucky,Madisonville,0,5,KY
2020-08-30,Pennsylvania,Philadelphia,0,4,PA
2020-08-31,Florida,Tallahassee,0,4,FL
2020-08-31,Pennsylvania,Philadelphia,0,5,PA
2020-09-02,Pennsylvania,Philadelphia,2,2,PA
2020-09-02,California,Oakland,0,4,CA
2020-09-02,Georgia,Albany,1,3,GA
2020-09-03,South Carolina,Anderson,1,3,SC
2020-09-03,Florida,Miami,1,3,FL
2020-09-03,Arkansas,Hensley,1,3,AR
2020-09-03,Pennsylvania,Philadelphia,0,6,PA
2020-09-03,Arkansas,Little Rock,0,4,AR
2020-09-05,Maryland,Baltimore,1,3,MD
2020-09-05,Arkansas,Little Rock,0,4,AR
2020-09-05,Florida,Williston,0,6,FL
2020-09-05,Texas,Houston,0,4,TX
2020-09-06,Illinois,Chicago,0,4,IL
2020-09-06,Tennessee,Memphis,0,4,TN
2020-09-06,Georgia,Sparta,1,6,GA
2020-09-06,Missouri,Kansas City,0,6,MO
2020-09-06,Colorado,Commerce City,0,4,CO
2020-09-06,Louisiana,New Iberia,0,5,LA
2020-09-06,Maryland,Baltimore,0,4,MD
2020-09-06,Missouri,Saint Louis,1,3,MO
2020-09-07,Indiana,Indianapolis,1,4,IN
2020-09-07,California,Aguanga,7,0,CA
2020-09-07,New York,Brooklyn,0,5,NY
2020-09-07,Louisiana,New Orleans,0,4,LA
2020-09-08,Maryland,Baltimore,0,5,MD
2020-09-10,Louisiana,New Orleans,3,2,LA
2020-09-11,Louisiana,Donaldsonville,0,5,LA
2020-09-12,Illinois,Chicago,2,4,IL
2020-09-12,North Carolina,Wilson,0,5,NC
2020-09-12,Pennsylvania,Philadelphia,0,4,PA
2020-09-13,New Jersey,New Brunswick,2,7,NJ
2020-09-13,Illinois,Chicago,1,3,IL
2020-09-13,Florida,Tampa,0,4,FL
2020-09-13,Michigan,Grand Rapids,0,7,MI
2020-09-13,Tennessee,Manchester,3,3,TN
2020-09-14,Louisiana,Baker,0,4,LA
2020-09-15,Illinois,Chicago,0,5,IL
2020-09-15,California,San Jose,2,4,CA
2020-09-16,Pennsylvania,Philadelphia,2,3,PA
2020-09-18,Arkansas,Little Rock,0,4,AR
2020-09-19,New Jersey,Plainfield,0,4,NJ
2020-09-19,Illinois,Chicago,0,4,IL
2020-09-19,New York,Rochester,2,14,NY
2020-09-19,Illinois,Chicago,0,4,IL
2020-09-19,Arkansas,West Memphis,0,5,AR
2020-09-19,New Jersey,Paterson,0,5,NJ
2020-09-19,New York,Buffalo,1,4,NY
2020-09-20,Connecticut,Stamford,1,3,CT
2020-09-20,New York,Corona (Queens),0,4,NY
2020-09-21,Ohio,Struthers,1,4,OH
2020-09-23,Minnesota,Minneapolis,0,5,MN
2020-09-23,Georgia,Hampton,1,3,GA
2020-09-25,Pennsylvania,Philadelphia,0,4,PA
2020-09-26,Iowa,Waterloo,2,6,IA
2020-09-26,Missouri,Saint Louis,0,5,MO
2020-09-26,Illinois,Chicago,0,4,IL
2020-09-26,Alabama,Enterprise,1,3,AL
2020-09-26,Pennsylvania,Philadelphia,0,4,PA
2020-09-27,Ohio,Sandusky,1,3,OH
2020-09-27,California,San Bernardino,1,3,CA
2020-09-27,Tennessee,Nashville,0,4,TN
2020-09-28,Michigan,Detroit,0,6,MI
2020-09-29,Ohio,Painesville,2,2,OH
2020-09-29,Pennsylvania,Philadelphia,0,5,PA
2020-09-30,Florida,Jacksonville,0,4,FL
2020-09-30,Wisconsin,Milwaukee,0,7,WI
2020-09-30,North Carolina,Greensboro,0,4,NC
2020-10-01,Michigan,Detroit,0,5,MI
2020-10-02,California,Los Angeles,0,4,CA
2020-10-02,Washington,Seattle,0,4,WA
2020-10-03,Tennessee,Clarksville,0,5,TN
2020-10-03,California,Sacramento,1,3,CA
2020-10-04,Georgia,Atlanta,1,5,GA
2020-10-04,Indiana,Indianapolis,3,4,IN
2020-10-05,District of Columbia,Washington,1,3,DC
2020-10-07,New York,Brooklyn,1,3,NY
2020-10-07,Alaska,Anchorage,1,4,AK
2020-10-08,Pennsylvania,Philadelphia,1,6,PA
2020-10-10,Illinois,Chicago,1,3,IL
2020-10-10,Missouri,Saint Louis (Jennings),2,2,MO
2020-10-10,South Carolina,Kingstree,0,8,SC
2020-10-11,Georgia,Atlanta,0,4,GA
2020-10-12,South Carolina,Myrtle Beach,2,3,SC
2020-10-14,Pennsylvania,Philadelphia,0,4,PA
2020-10-15,Louisiana,Lafayette,2,2,LA
2020-10-15,Maryland,Baltimore,0,7,MD
2020-10-16,California,San Francisco,1,3,CA
2020-10-16,Arizona,Mesa,1,6,AZ
2020-10-16,Florida,Orlando,3,1,FL
2020-10-16,California,San Jose,2,4,CA
2020-10-17,New York,Lockport,1,5,NY
2020-10-17,South Carolina,Rock Hill,0,5,SC
2020-10-18,Maryland,Annapolis,1,3,MD
2020-10-18,Tennessee,Nashville,0,4,TN
2020-10-18,Illinois,Chicago,1,4,IL
2020-10-19,Louisiana,New Orleans,1,3,LA
2020-10-19,Ohio,Mansfield,0,5,OH
2020-10-20,Texas,Houston,3,1,TX
2020-10-21,Mississippi,Canton,2,2,MS
2020-10-21,New York,Brooklyn,1,5,NY
2020-10-22,Maryland,Baltimore,0,4,MD
2020-10-22,Massachusetts,Boston,0,4,MA
2020-10-22,Louisiana,Rayne,0,5,LA
2020-10-22,Florida,Miami,1,3,FL
2020-10-24,Mississippi,Greenwood,2,8,MS
2020-10-25,Texas,Fort Worth,2,3,TX
2020-10-25,North Carolina,Raleigh,1,3,NC
2020-10-25,Texas,San Antonio,1,3,TX
2020-10-28,Virginia,Roanoke,0,4,VA
2020-10-28,New Jersey,Newark,1,3,NJ
2020-10-29,Florida,Winter Garden,0,4,FL
2020-10-30,Illinois,Chicago,1,3,IL
2020-10-30,Maryland,Waldorf,1,3,MD
2020-10-31,Washington,Sumner,0,5,WA
2020-10-31,Maryland,College Park,0,7,MD
2020-10-31,Nevada,North Las Vegas,0,4,NV
2020-10-31,California,Anaheim,0,4,CA
2020-10-31,California,Sacramento,0,4,CA
2020-11-01,South Carolina,Hollywood,0,6,SC
2020-11-01,Arizona,Tucson,2,2,AZ
2020-11-01,Indiana,Evansville,0,4,IN
2020-11-01,Oklahoma,Oklahoma City,1,3,OK
2020-11-01,New Jersey,Atlantic City,1,4,NJ
2020-11-01,North Carolina,Winston Salem (Winston-salem),1,3,NC
2020-11-02,Ohio,Mansfield,0,5,OH
2020-11-03,Nevada,Henderson,4,1,NV
2020-11-04,Missouri,Jefferson City,0,4,MO
2020-11-05,Ohio,Toledo,3,2,OH
2020-11-06,Louisiana,New Orleans,2,2,LA
2020-11-07,Kansas,Ogden,0,4,KS
2020-11-07,South Carolina,Rock Hill,1,3,SC
2020-11-08,Tennessee,Nashville,0,8,TN
2020-11-08,Virginia,Virginia Beach,0,4,VA
2020-11-09,Texas,Fort Worth,0,4,TX
2020-11-10,Florida,Tampa,1,7,FL
2020-11-12,North Carolina,Gastonia,0,6,NC
2020-11-12,Florida,Tampa,2,4,FL
2020-11-14,California,Riverside,2,3,CA
2020-11-14,South Carolina,Sumter,3,1,SC
2020-11-14,Ohio,Cincinnati,0,4,OH
2020-11-14,Missouri,Fulton,0,4,MO
2020-11-15,Louisiana,Shreveport,0,5,LA
2020-11-15,Georgia,Riverdale,2,2,GA
2020-11-16,Illinois,Chicago,0,4,IL
2020-11-16,Florida,Miami,0,4,FL
2020-11-16,Illinois,Chicago,0,4,IL
2020-11-17,Tennessee,Jackson,0,4,TN
2020-11-18,South Carolina,Florence,0,4,SC
2020-11-18,Texas,Houston,3,2,TX
2020-11-19,Florida,Haines City,1,3,FL
2020-11-20,Wisconsin,Milwaukee (Wauwatosa),0,8,WI
2020-11-21,Nebraska,Bellevue,2,2,NE
2020-11-21,Arizona,Phoenix,1,4,AZ
2020-11-21,Illinois,Chicago,0,6,IL
2020-11-22,New Jersey,Trenton,0,4,NJ
2020-11-22,Louisiana,New Orleans,1,3,LA
2020-11-22,Illinois,Chicago,1,3,IL
2020-11-22,New York,Brooklyn,1,6,NY
2020-11-26,Nevada,Henderson,1,5,NV
2020-11-27,Ohio,Toledo,0,6,OH
2020-11-27,Georgia,Macon,1,5,GA
2020-11-28,Louisiana,New Orleans,0,4,LA
2020-11-28,South Carolina,Conway,0,5,SC
2020-11-28,South Carolina,Aiken,1,10,SC
2020-11-29,Tennessee,Memphis,2,3,TN
2020-11-29,Mississippi,Grenada,0,11,MS
2020-11-30,Alaska,Palmer,4,0,AK
2020-12-01,Pennsylvania,Morrisville,1,3,PA
2020-12-04,Illinois,Chicago,0,4,IL
2020-12-05,California,Hayward,1,3,CA
2020-12-05,North Carolina,Autryville,0,6,NC
2020-12-06,Texas,Venus,0,6,TX
2020-12-08,Louisiana,Lacombe,2,3,LA
2020-12-08,West Virginia,Williamsburg,6,0,WV
2020-12-10,Mississippi,Jackson,0,5,MS
2020-12-10,Georgia,Tifton,0,4,GA
2020-12-12,California,San Bernardino,1,3,CA
2020-12-12,Maryland,Hyattsville (Landover),2,2,MD
2020-12-12,New York,Brooklyn,0,4,NY
2020-12-12,New York,Copiague,2,2,NY
2020-12-13,West Virginia,Elkview,4,0,WV
2020-12-19,Illinois,Chicago,0,6,IL
2020-12-20,Connecticut,Bridgeport,2,2,CT
2020-12-22,Mississippi,Meridian,5,0,MS
2020-12-24,Florida,Lakeland,1,4,FL
2020-12-25,Arkansas,Atkins,5,0,AR
2020-12-25,Florida,Boynton Beach,1,4,FL
2020-12-26,Illinois,Rockford,3,3,IL
2020-12-26,Florida,Miami,1,3,FL
2020-12-26,Massachusetts,Lynn,1,5,MA
2020-12-26,Florida,Tampa,2,2,FL
2020-12-31,Indiana,Indianapolis,1,3,IN
2020-12-31,Oregon,Happy Valley,0,4,OR
2021-01-01,Arkansas,Fort Smith,0,7,AR
2021-01-01,Iowa,Sioux City,1,4,IA
2021-01-01,Texas,Amarillo,1,3,TX
2021-01-01,Illinois,Galesburg,0,4,IL
2021-01-03,Florida,Miami,0,8,FL
2021-01-03,Oregon,Gresham,0,4,OR
2021-01-03,California,Santa Barbara,2,2,CA
2021-01-03,Louisiana,Shreveport,2,3,LA
2021-01-03,Florida,Miami,0,6,FL
2021-01-03,Texas,Houston,1,4,TX
2021-01-04,Louisiana,New Orleans,0,4,LA
2021-01-04,Florida,Tampa,0,5,FL
2021-01-04,Florida,Fort Lauderdale (Lauderhill),0,7,FL
2021-01-06,Virginia,Manassas,3,3,VA
2021-01-06,Texas,Livingston,2,2,TX
2021-01-07,District of Columbia,Washington,0,5,DC
2021-01-09,Texas,Houston,1,3,TX
2021-01-09,Illinois,Evanston,6,2,IL
2021-01-11,Florida,Miami,0,4,FL
2021-01-15,Pennsylvania,Philadelphia,0,4,PA
2021-01-16,Illinois,Kankakee,0,5,IL
2021-01-17,Arizona,Phoenix,0,5,AZ
2021-01-17,Arizona,Phoenix,1,6,AZ
2021-01-18,Pennsylvania,Tobyhanna,0,4,PA
2021-01-21,California,Oakland,1,3,CA
2021-01-22,Kentucky,Covington,0,5,KY
2021-01-24,Nevada,Las Vegas,0,5,NV
2021-01-24,Indiana,Indianapolis,5,1,IN
2021-01-25,District of Columbia,Washington,1,4,DC
2021-01-27,California,Santa Ana,0,4,CA
2021-01-28,Michigan,Flint,1,4,MI
2021-01-29,Pennsylvania,Mc Kees Rocks (Mckees Rocks),2,3,PA
2021-01-30,New York,Albany,1,4,NY
2021-01-31,Illinois,Chicago,0,4,IL
2021-02-01,New York,Rochester,1,3,NY
2021-02-02,Florida,Fort Lauderdale (Sunrise),3,3,FL
2021-02-02,Oklahoma,Muskogee,6,1,OK
2021-02-03,Colorado,Oak Creek,2,3,CO
2021-02-03,Tennessee,Memphis,1,3,TN
2021-02-04,North Carolina,High Point,2,3,NC
2021-02-05,Mississippi,Benoit,3,1,MS
2021-02-05,Pennsylvania,Mohnton,1,3,PA
2021-02-06,Illinois,Bloomingdale,1,5,IL
2021-02-06,Washington,Tacoma,1,3,WA
2021-02-06,Tennessee,Murfreesboro,1,4,TN
2021-02-06,Louisiana,Thibodaux,0,4,LA
2021-02-09,Texas,Houston,0,4,TX
2021-02-09,Minnesota,Buffalo,1,4,MN
2021-02-10,Georgia,Atlanta,0,4,GA
2021-02-11,Georgia,Columbus,1,4,GA
2021-02-13,Indiana,Indianapolis,0,4,IN
2021-02-13,California,Oakland,0,6,CA
2021-02-13,California,San Francisco,0,6,CA
2021-02-13,North Carolina,Cary,1,3,NC
2021-02-16,Florida,Saint Petersburg,3,1,FL
2021-02-17,Pennsylvania,Philadelphia,0,8,PA
2021-02-18,Louisiana,Baton Rouge,1,3,LA
