Incident Date,State,City Or County,# Killed,# Injured,Code
2017-05-28,Mississippi,Moss Point,0,5,MS
2017-05-28,New Jersey,Paterson,1,5,NJ
2017-05-28,Alabama,Phenix City,0,12,AL
2017-05-29,Kentucky,Louisville,1,3,KY
2017-05-30,Ohio,Middletown,1,3,OH
2017-06-01,Missouri,Saint Louis,3,1,MO
2017-06-02,California,Los Angeles,1,3,CA
2017-06-02,Texas,Laredo,2,3,TX
2017-06-03,Missouri,Saint Louis,2,2,MO
2017-06-03,Louisiana,New Orleans,3,2,LA
2017-06-05,Florida,Orlando,6,0,FL
2017-06-06,Utah,Sandy,3,2,UT
2017-06-08,Louisiana,New Orleans,0,6,LA
2017-06-09,Texas,Fort Worth,2,5,TX
2017-06-10,Tennessee,Memphis,0,4,TN
2017-06-11,Texas,Houston,0,4,TX
2017-06-11,Tennessee,Chattanooga,0,4,TN
2017-06-11,Illinois,Chicago,0,9,IL
2017-06-13,Missouri,Saint Louis (University City),0,4,MO
2017-06-13,Maryland,Baltimore,2,2,MD
2017-06-13,Maryland,Baltimore,0,4,MD
2017-06-14,Ohio,Canton,0,4,OH
2017-06-14,Virginia,Alexandria,1,5,VA
2017-06-14,California,San Francisco,4,2,CA
2017-06-15,New Mexico,La Madera,5,0,NM
2017-06-15,Virginia,Richmond,1,3,VA
2017-06-17,Ohio,Columbus,1,4,OH
2017-06-17,Illinois,Chicago,0,4,IL
2017-06-18,Illinois,Chicago,0,4,IL
2017-06-18,South Carolina,Myrtle Beach,0,7,SC
2017-06-18,Missouri,Saint Louis,3,2,MO
2017-06-18,District of Columbia,Washington,0,4,DC
2017-06-22,Georgia,Atlanta,1,6,GA
2017-06-24,Florida,Fort Lauderdale,1,4,FL
2017-06-24,New York,New York (Manhattan),0,5,NY
2017-06-24,New Jersey,Willingboro,0,4,NJ
2017-06-25,Missouri,Saint Louis,1,3,MO
2017-06-25,District of Columbia,Washington,0,4,DC
2017-06-27,Illinois,Chicago,0,5,IL
2017-06-30,New York,Bronx,2,6,NY
2017-07-01,Arkansas,Little Rock,0,25,AR
2017-07-01,California,Oakland,0,4,CA
2017-07-01,New Jersey,Newark,2,2,NJ
2017-07-01,Illinois,Momence,0,4,IL
2017-07-02,South Carolina,Greenwood,0,4,SC
2017-07-02,New Jersey,Jersey City,0,4,NJ
2017-07-03,Michigan,Pontiac,1,3,MI
2017-07-03,Alabama,Prattville,3,1,AL
2017-07-04,North Carolina,Raleigh,1,3,NC
2017-07-04,Virginia,Hampton,1,4,VA
2017-07-04,Florida,Orlando (Pine Castle),0,4,FL
2017-07-05,Maine,Madison,4,1,ME
2017-07-05,Illinois,Chicago (Roseland),2,2,IL
2017-07-05,Georgia,Savannah,0,4,GA
2017-07-06,Mississippi,Meridian,0,4,MS
2017-07-08,Ohio,Cincinnati,1,8,OH
2017-07-08,Illinois,Alton,0,4,IL
2017-07-09,Virginia,Lawrenceville,0,7,VA
2017-07-15,Pennsylvania,Philadelphia,1,3,PA
2017-07-15,Illinois,Chicago,0,4,IL
2017-07-18,Arizona,El Mirage,0,4,AZ
2017-07-18,Wisconsin,Milwaukee,0,4,WI
2017-07-18,New Jersey,Trenton,1,3,NJ
2017-07-19,California,Los Angeles,1,3,CA
2017-07-19,Virginia,Richmond,0,5,VA
2017-07-22,Ohio,Cincinnati,0,5,OH
2017-07-23,Louisiana,Baton Rouge,0,4,LA
2017-07-23,Illinois,Chicago,1,3,IL
2017-07-25,Florida,Jacksonville,1,3,FL
2017-07-26,North Carolina,High Point,1,6,NC
2017-07-27,Illinois,Chicago,1,4,IL
2017-07-28,Delaware,Wilmington,0,4,DE
2017-07-29,North Carolina,Salisbury,2,3,NC
2017-07-29,New York,Buffalo,1,4,NY
2017-07-30,Texas,El Paso,1,3,TX
2017-07-30,Virginia,Norfolk,1,5,VA
2017-07-31,Illinois,Decatur,0,4,IL
2017-08-01,California,Fresno,0,7,CA
2017-08-01,Washington,Toppenish,0,6,WA
2017-08-01,Illinois,Chicago,0,4,IL
2017-08-02,Maryland,Baltimore,0,4,MD
2017-08-03,District of Columbia,Washington,1,3,DC
2017-08-04,Montana,Lodge Grass,3,2,MT
2017-08-05,New Jersey,Lakewood,0,4,NJ
2017-08-05,Florida,Tallahassee,1,3,FL
2017-08-05,South Carolina,Allendale,1,3,SC
2017-08-06,New York,Bronx,0,6,NY
2017-08-06,New York,Bronx,0,4,NY
2017-08-06,California,Oakland,0,7,CA
2017-08-08,Illinois,Chicago,1,6,IL
2017-08-12,Missouri,Saint Louis,1,3,MO
2017-08-13,Virginia,Suffolk,0,4,VA
2017-08-13,California,Sacramento,0,4,CA
2017-08-13,Pennsylvania,Philadelphia,0,5,PA
2017-08-14,California,North Hollywood,2,2,CA
2017-08-16,New York,Wyandanch,0,4,NY
2017-08-19,Ohio,Cleveland,1,4,OH
2017-08-20,Illinois,Chicago,2,5,IL
2017-08-20,New York,Brooklyn,0,4,NY
2017-08-21,Tennessee,Memphis,0,4,TN
2017-08-21,Maryland,Baltimore,1,3,MD
2017-08-21,New Jersey,Newark,1,3,NJ
2017-08-21,North Carolina,Whitakers,4,0,NC
2017-08-21,New Jersey,Newark,0,4,NJ
2017-08-22,Illinois,Chicago,0,4,IL
2017-08-24,Missouri,Saint Louis,4,0,MO
2017-08-25,Florida,Gainesville,0,4,FL
2017-08-27,California,Sacramento,1,4,CA
2017-08-27,Indiana,Evansville,1,3,IN
2017-08-28,New Mexico,Clovis,2,4,NM
2017-09-02,Kentucky,Louisville,0,4,KY
2017-09-02,Illinois,Chicago,1,3,IL
2017-09-03,California,Inglewood,2,3,CA
2017-09-04,Illinois,Bellwood,0,4,IL
2017-09-06,Illinois,Chicago,0,4,IL
2017-09-09,Alabama,Selma,0,4,AL
2017-09-10,Louisiana,New Orleans,1,3,LA
2017-09-10,Texas,Plano,9,1,TX
2017-09-13,Pennsylvania,Philadelphia,0,4,PA
2017-09-13,Pennsylvania,York,0,4,PA
2017-09-13,Washington,Rockford,1,3,WA
2017-09-13,Tennessee,Memphis,1,5,TN
2017-09-16,South Carolina,Columbia,0,8,SC
2017-09-17,Virginia,Petersburg,1,4,VA
2017-09-17,Michigan,Detroit,1,3,MI
2017-09-20,Indiana,Gary,0,5,IN
2017-09-23,Connecticut,Hartford,2,2,CT
2017-09-23,Illinois,Danville,0,5,IL
2017-09-23,California,Bakersfield,1,4,CA
2017-09-24,New York,Syracuse,0,4,NY
2017-09-24,Maryland,Baltimore,0,4,MD
2017-09-24,Tennessee,Antioch,1,8,TN
2017-09-24,New Jersey,Mays Landing,1,3,NJ
2017-09-26,Pennsylvania,Philadelphia,1,3,PA
2017-09-26,Tennessee,Memphis,0,4,TN
2017-09-26,Maryland,Baltimore,2,2,MD
2017-09-28,Louisiana,New Orleans,1,3,LA
2017-09-30,Tennessee,Memphis,1,3,TN
2017-10-01,Nevada,Las Vegas,59,441,NV
2017-10-01,Kansas,Lawrence,3,2,KS
2017-10-03,Florida,Miami,0,4,FL
2017-10-05,Arizona,Casa Grande,4,0,AZ
2017-10-06,Illinois,Chicago,0,5,IL
2017-10-07,Arizona,Phoenix,0,4,AZ
2017-10-09,Texas,Houston,0,5,TX
2017-10-10,California,San Francisco,0,4,CA
2017-10-11,Ohio,Pedro,4,0,OH
2017-10-12,California,Aliso Viejo,2,2,CA
2017-10-15,Arizona,Phoenix,1,3,AZ
2017-10-15,Texas,Houston,2,2,TX
2017-10-16,Mississippi,Meridian,1,3,MS
2017-10-17,New York,Brooklyn,0,4,NY
2017-10-18,Maryland,Edgewood,3,3,MD
2017-10-21,Pennsylvania,Chester,0,4,PA
2017-10-21,Tennessee,Nashville,0,4,TN
2017-10-21,Florida,Tampa,0,4,FL
2017-10-21,Florida,Jacksonville,0,4,FL
2017-10-22,Connecticut,Hartford,0,4,CT
2017-10-22,Alabama,Lanett,2,7,AL
2017-10-23,California,Clearlake Oaks,2,3,CA
2017-10-27,Kentucky,Louisville,0,6,KY
2017-10-27,California,San Francisco,0,4,CA
2017-10-28,Virginia,Petersburg,1,3,VA
2017-10-28,Ohio,Toledo,0,4,OH
2017-10-29,Texas,Austin,1,3,TX
2017-11-03,Louisiana,Lacombe,1,4,LA
2017-11-03,New York,Buffalo,0,4,NY
2017-11-03,California,Gardena,0,4,CA
2017-11-03,Minnesota,Minneapolis,0,4,MN
2017-11-04,California,Santa Monica,1,3,CA
2017-11-04,Ohio,Youngstown,0,4,OH
2017-11-04,Texas,Austin,0,4,TX
2017-11-05,Texas,Sutherland Springs,27,20,TX
2017-11-09,Pennsylvania,Philadelphia,0,4,PA
2017-11-10,Ohio,Dayton (Trotwood),0,4,OH
2017-11-11,Louisiana,New Orleans,1,5,LA
2017-11-11,North Carolina,Fayetteville,1,5,NC
2017-11-11,Texas,Dallas,1,3,TX
2017-11-12,Georgia,Atlanta,2,2,GA
2017-11-12,California,Fresno,0,5,CA
2017-11-12,Indiana,Gary,0,7,IN
2017-11-14,California,Richmond,2,2,CA
2017-11-14,California,Corning,6,12,CA
2017-11-16,Georgia,Columbus,0,7,GA
2017-11-17,Louisiana,New Iberia,0,4,LA
2017-11-18,Minnesota,Minneapolis,0,4,MN
2017-11-24,Ohio,Cleveland,1,5,OH
2017-11-24,Mississippi,Brookhaven,1,6,MS
2017-11-30,Michigan,Detroit,1,4,MI
2017-12-02,Michigan,Detroit,0,4,MI
2017-12-03,Tennessee,Memphis,1,3,TN
2017-12-04,Pennsylvania,Pittsburgh,2,2,PA
2017-12-06,Illinois,Chicago,0,4,IL
2017-12-09,Massachusetts,Boston,0,4,MA
2017-12-12,Kentucky,Louisville,0,4,KY
2017-12-12,Texas,Garland,0,4,TX
2017-12-13,Ohio,Columbus,1,3,OH
2017-12-15,California,Pacoima,0,5,CA
2017-12-16,Mississippi,Mc Cool (Mccool),0,4,MS
2017-12-21,Louisiana,Lafayette,0,4,LA
2017-12-21,Pennsylvania,Philadelphia,1,3,PA
2017-12-23,Alabama,Birmingham,0,4,AL
2017-12-23,Louisiana,Eunice,1,3,LA
2017-12-24,Mississippi,Vicksburg,0,5,MS
2017-12-24,Alabama,Troy,1,4,AL
2017-12-26,Florida,Miami,0,5,FL
2017-12-27,Nevada,Las Vegas,2,2,NV
2017-12-31,Colorado,Littleton (Highlands Ranch),2,6,CO
2017-12-31,New Jersey,Long Branch,4,0,NJ
2017-12-31,Illinois,Chicago,0,4,IL
2018-01-01,Alabama,Huntsville,1,3,AL
2018-01-04,Arkansas,Brinkley,1,3,AR
2018-01-05,Mississippi,Hattiesburg,0,6,MS
2018-01-07,Florida,Plantation,0,4,FL
2018-01-07,Alabama,Union Springs,1,5,AL
2018-01-11,Missouri,Saint Robert (St Robert),2,2,MO
2018-01-12,Tennessee,Nashville,3,2,TN
2018-01-14,Alabama,Madison,0,4,AL
2018-01-14,Alabama,Eutaw,1,4,AL
2018-01-15,Florida,Alachua,0,5,FL
2018-01-17,District of Columbia,Washington,1,3,DC
2018-01-21,Illinois,Chicago,0,4,IL
2018-01-21,Florida,Orlando,0,4,FL
2018-01-23,Pennsylvania,Philadelphia,0,4,PA
2018-01-23,Kentucky,Benton,2,14,KY
2018-01-25,District of Columbia,Washington,0,4,DC
2018-01-27,California,Los Angeles,0,5,CA
2018-01-27,Kentucky,Bowling Green,0,4,KY
2018-01-28,Pennsylvania,Melcroft,5,0,PA
2018-01-28,Pennsylvania,Reading,4,0,PA
2018-01-28,Indiana,Indianapolis,2,3,IN
2018-01-31,Missouri,Saint Louis,0,4,MO
2018-02-03,Ohio,Cleveland (Garfield Heights),1,5,OH
2018-02-05,Colorado,Colorado Springs,2,4,CO
2018-02-07,Florida,Lake Worth (Lantana),3,3,FL
2018-02-10,Kentucky,Paintsville,5,0,KY
2018-02-11,Michigan,Detroit,4,3,MI
2018-02-13,Louisiana,New Orleans,2,3,LA
2018-02-14,Florida,Pompano Beach (Parkland),17,17,FL
2018-02-16,Oklahoma,Oklahoma City,1,3,OK
2018-02-17,Tennessee,Memphis,0,5,TN
2018-02-17,Kansas,Kansas City,1,7,KS
2018-02-18,Texas,San Antonio,0,5,TX
2018-02-23,Florida,Palm Beach Gardens (Riviera Beach),1,3,FL
2018-02-26,Michigan,Detroit,5,0,MI
2018-02-27,Connecticut,Bridgeport,0,4,CT
2018-03-03,Florida,Miami,0,4,FL
2018-03-03,New York,Brooklyn,1,3,NY
2018-03-04,Illinois,Rockford,1,4,IL
2018-03-07,Alabama,Hurtsboro,2,2,AL
2018-03-09,North Carolina,Wadesboro,3,1,NC
2018-03-11,Indiana,South Bend,0,6,IN
2018-03-11,Michigan,Saginaw,1,4,MI
2018-03-11,Illinois,Champaign,1,3,IL
2018-03-12,California,Modesto,0,4,CA
2018-03-13,Florida,Macclenny,0,4,FL
2018-03-17,Kentucky,Louisville,0,7,KY
2018-03-17,Illinois,Harvey,0,4,IL
2018-03-21,California,San Francisco,1,5,CA
2018-03-24,Utah,Salt Lake City (West Valley City),0,4,UT
2018-03-29,Texas,Plano,1,3,TX
2018-03-29,New Jersey,Camden,0,4,NJ
2018-03-31,New Jersey,Asbury Park,0,5,NJ
2018-04-01,Alabama,Mobile,1,4,AL
2018-04-01,Michigan,Saginaw,0,5,MI
2018-04-02,Texas,Houston,1,3,TX
2018-04-04,Louisiana,New Orleans,2,2,LA
2018-04-06,Florida,Jacksonville,0,4,FL
2018-04-06,Virginia,Virginia Beach,1,3,VA
2018-04-08,Florida,Miami,2,2,FL
2018-04-08,North Carolina,Hickory,1,3,NC
2018-04-09,California,Vallejo,0,4,CA
2018-04-15,Louisiana,Shreveport,0,6,LA
2018-04-18,North Carolina,Asheville,4,3,NC
2018-04-20,California,San Francisco,1,5,CA
2018-04-21,Pennsylvania,Philadelphia,2,2,PA
2018-04-22,Louisiana,New Orleans,2,4,LA
2018-04-22,Tennessee,Antioch,4,3,TN
2018-04-24,Michigan,Flint,0,4,MI
2018-04-25,Missouri,Saint Louis,3,1,MO
2018-04-25,Arkansas,Pine Bluff,0,4,AR
2018-04-28,North Carolina,Maxton,0,5,NC
2018-04-29,Florida,West Palm Beach,1,3,FL
2018-04-29,North Carolina,Monroe,1,3,NC
2018-04-29,Washington,Seattle (Skyway),2,2,WA
2018-04-29,Tennessee,Wartburg,0,4,TN
2018-04-30,District of Columbia,Washington,0,4,DC
2018-04-30,Florida,Pompano Beach,0,4,FL
2018-05-01,Louisiana,New Orleans,0,5,LA
2018-05-02,Minnesota,Minneapolis,0,5,MN
2018-05-02,New York,Brooklyn,1,4,NY
2018-05-02,Illinois,Chicago,1,4,IL
2018-05-04,Illinois,Chicago Heights,0,4,IL
2018-05-04,North Carolina,Henderson,0,4,NC
2018-05-05,Georgia,Columbus,0,5,GA
2018-05-06,Tennessee,Memphis,2,4,TN
2018-05-06,Oklahoma,Stillwater,0,4,OK
2018-05-07,California,San Diego,0,5,CA
2018-05-09,Nebraska,Omaha,0,4,NE
2018-05-09,Missouri,Saint Louis,0,4,MO
2018-05-11,Missouri,Saint Louis,0,4,MO
2018-05-11,Oklahoma,Talihina,1,4,OK
2018-05-12,New Jersey,Paulsboro,0,4,NJ
2018-05-12,Nebraska,Omaha,0,6,NE
2018-05-13,Mississippi,Byhalia,0,4,MS
2018-05-13,California,Stockton,3,2,CA
2018-05-13,California,Los Angeles,2,2,CA
2018-05-14,Maryland,Baltimore,0,4,MD
2018-05-16,Texas,Ponder,5,1,TX
2018-05-18,Texas,Santa Fe,10,13,TX
2018-05-20,Indiana,Anderson,0,4,IN
2018-05-20,Mississippi,Hazlehurst,1,7,MS
2018-05-25,Ohio,Cincinnati,0,4,OH
2018-05-27,Colorado,Aurora,1,3,CO
2018-05-27,Louisiana,Shreveport,0,4,LA
2018-05-31,South Carolina,Timmonsville,3,2,SC
2018-06-02,New York,Buffalo,0,5,NY
2018-06-02,Nebraska,Omaha,1,6,NE
2018-06-03,Texas,Dallas,0,5,TX
2018-06-03,Illinois,Chicago,1,3,IL
2018-06-05,Florida,Jacksonville,3,1,FL
2018-06-09,North Carolina,Kannapolis,0,4,NC
2018-06-09,Pennsylvania,Philadelphia,1,4,PA
2018-06-09,Massachusetts,Boston,0,4,MA
2018-06-10,Illinois,Bloomington,2,2,IL
2018-06-10,Illinois,Chicago,1,5,IL
2018-06-10,Florida,Bradenton,1,5,FL
2018-06-10,Illinois,Aurora,0,7,IL
2018-06-10,Indiana,Indianapolis (Lawrence),1,4,IN
2018-06-10,California,Valley Village,0,6,CA
2018-06-11,Alabama,Montgomery,0,4,AL
2018-06-11,Florida,Orlando,5,1,FL
2018-06-12,New York,Bronx,0,4,NY
2018-06-14,Pennsylvania,Philadelphia,0,4,PA
2018-06-14,Colorado,Westminster,1,3,CO
2018-06-14,California,Tracy,1,4,CA
2018-06-14,New York,Buffalo,1,4,NY
2018-06-14,California,Union City,0,5,CA
2018-06-17,North Carolina,Charlotte,0,4,NC
2018-06-17,New Jersey,Trenton,1,19,NJ
2018-06-17,Georgia,Macon,1,3,GA
2018-06-17,Illinois,Chicago,0,4,IL
2018-06-18,Illinois,Chicago,2,3,IL
2018-06-18,Illinois,Bloomington,3,1,IL
2018-06-19,Alabama,Huntsville,0,4,AL
2018-06-20,California,Modesto,0,5,CA
2018-06-21,Illinois,Chicago,0,4,IL
2018-06-21,Louisiana,Morganza,0,4,LA
2018-06-21,California,San Bernardino,1,3,CA
2018-06-22,Pennsylvania,Homestead (Munhall),1,3,PA
2018-06-23,Illinois,Chicago,1,4,IL
2018-06-23,Tennessee,Covington,0,4,TN
2018-06-23,Kansas,Wichita,0,4,KS
2018-06-24,Indiana,Gary,1,3,IN
2018-06-24,Florida,Palm Beach Gardens (Riviera Beach),1,3,FL
2018-06-24,Florida,Indiantown,0,4,FL
2018-06-24,Florida,Punta Gorda,0,4,FL
2018-06-24,North Carolina,Sanford,1,6,NC
2018-06-24,Ohio,Sandusky,0,5,OH
2018-06-25,Illinois,Chicago,0,6,IL
2018-06-27,California,Oakland,1,3,CA
2018-06-27,Connecticut,Hartford,0,4,CT
2018-06-27,Texas,San Antonio,0,4,TX
2018-06-28,Maryland,Annapolis,5,0,MD
2018-06-30,Maryland,Baltimore,0,6,MD
2018-06-30,New Jersey,Jersey City,0,5,NJ
2018-06-30,Georgia,Ashburn,1,6,GA
2018-07-01,Illinois,Chicago,0,6,IL
2018-07-02,New York,Buffalo,2,2,NY
2018-07-03,District of Columbia,Washington,0,4,DC
2018-07-03,Missouri,Saint Louis,1,5,MO
2018-07-04,Georgia,Atlanta,1,3,GA
2018-07-05,New York,Albany,0,4,NY
2018-07-05,New York,Brooklyn,0,4,NY
2018-07-05,Virginia,Virginia Beach,0,6,VA
2018-07-05,Ohio,Lima,1,5,OH
2018-07-05,California,Los Angeles,3,3,CA
2018-07-07,Alabama,Wetumpka,3,2,AL
2018-07-08,Alabama,Brandon,0,6,AL
2018-07-08,Tennessee,Memphis,0,4,TN
2018-07-09,Delaware,Wilmington,5,0,DE
2018-07-09,Florida,Orlando,1,4,FL
2018-07-11,Florida,Reddick,0,4,FL
2018-07-11,Texas,Houston,0,4,TX
2018-07-12,Tennessee,Memphis,0,5,TN
2018-07-13,Virginia,Richmond,1,3,VA
2018-07-14,Maryland,Fort Washington,0,4,MD
2018-07-15,Colorado,Denver,0,4,CO
2018-07-15,Tennessee,Chattanooga,0,5,TN
2018-07-16,District of Columbia,Washington,1,4,DC
2018-07-16,Pennsylvania,Philadelphia,1,4,PA
2018-07-16,Florida,Palm Beach Gardens (Riviera Beach),2,4,FL
2018-07-18,Oklahoma,Oklahoma City,0,4,OK
2018-07-20,New Jersey,Elizabeth,0,4,NJ
2018-07-20,Washington,Sunnyside,1,4,WA
2018-07-21,Illinois,Chicago,2,5,IL
2018-07-21,Maryland,Baltimore,0,4,MD
2018-07-23,Illinois,Chicago,0,5,IL
2018-07-25,Louisiana,New Orleans,0,4,LA
2018-07-26,Ohio,Cleveland,1,6,OH
2018-07-26,California,Oakland,2,2,CA
2018-07-26,Texas,Dallas,0,6,TX
2018-07-27,Illinois,Chicago,0,4,IL
2018-07-27,Texas,Robstown,5,0,TX
2018-07-28,California,Los Angeles,2,4,CA
2018-07-28,Louisiana,New Orleans,3,7,LA
2018-07-29,Michigan,Lansing,0,4,MI
2018-07-29,Arizona,Phoenix,1,4,AZ
2018-07-29,Pennsylvania,York,0,4,PA
2018-07-30,Georgia,Savannah,0,4,GA
2018-07-30,Illinois,Chicago,0,4,IL
2018-07-31,California,Gardena,2,3,CA
2018-08-04,Nevada,Las Vegas,0,6,NV
2018-08-04,Wisconsin,Milwaukee,0,4,WI
2018-08-04,Illinois,Chicago,1,3,IL
2018-08-04,Missouri,Kansas City,0,6,MO
2018-08-05,Illinois,Chicago,1,4,IL
2018-08-05,Illinois,Chicago,0,4,IL
2018-08-05,Illinois,Chicago,0,8,IL
2018-08-05,Illinois,Chicago,0,4,IL
2018-08-05,Illinois,Chicago,1,5,IL
2018-08-08,Pennsylvania,Philadelphia,2,4,PA
2018-08-08,New Jersey,Paterson,0,4,NJ
2018-08-10,Michigan,Detroit,0,4,MI
2018-08-10,Missouri,Saint Louis,0,4,MO
2018-08-11,Ohio,Columbus,0,4,OH
2018-08-11,Colorado,Thornton,1,3,CO
2018-08-11,California,San Francisco,1,4,CA
2018-08-12,Pennsylvania,Pittsburgh (East Liberty),0,4,PA
2018-08-12,California,Clearlake,4,1,CA
2018-08-14,Pennsylvania,Wyncote,0,5,PA
2018-08-15,South Carolina,Greenwood,0,5,SC
2018-08-17,Illinois,Chicago,0,7,IL
2018-08-18,New York,Bronx,0,4,NY
2018-08-19,Illinois,Chicago,0,5,IL
2018-08-20,Ohio,Cleveland,1,3,OH
2018-08-20,Tennessee,Jackson,1,4,TN
2018-08-21,Tennessee,Memphis,0,4,TN
2018-08-22,Missouri,Saint Louis,0,4,MO
2018-08-23,Pennsylvania,Philadelphia,0,4,PA
2018-08-23,Maryland,Baltimore,0,4,MD
2018-08-25,Tennessee,Nashville,1,4,TN
2018-08-25,Virginia,Richmond,0,5,VA
2018-08-26,Texas,Wichita Falls,1,4,TX
2018-08-26,Florida,Jacksonville,3,9,FL
2018-08-27,Arkansas,Pine Bluff,1,3,AR
2018-08-31,Colorado,Aurora,2,3,CO
2018-09-01,Ohio,Cleveland,1,7,OH
2018-09-01,Florida,Fort Lauderdale (Lauderhill),1,3,FL
2018-09-02,Texas,San Antonio,0,4,TX
2018-09-02,New Jersey,Paterson,2,2,NJ
2018-09-02,Arkansas,Fort Smith,0,4,AR
2018-09-02,California,San Bernardino,0,8,CA
2018-09-02,Alabama,Birmingham,0,7,AL
2018-09-02,New Jersey,Trenton,0,4,NJ
2018-09-04,Georgia,Albany,0,4,GA
2018-09-06,Ohio,Cincinnati,4,2,OH
2018-09-07,Minnesota,Minneapolis,1,3,MN
2018-09-09,Alabama,Auburn,1,4,AL
2018-09-09,Florida,Jacksonville,0,4,FL
2018-09-09,Illinois,Elgin,1,3,IL
2018-09-10,Tennessee,Memphis,0,5,TN
2018-09-11,Illinois,Chicago,0,4,IL
2018-09-12,California,Bakersfield,6,0,CA
2018-09-15,Wisconsin,Milwaukee,0,4,WI
2018-09-17,Maryland,Silver Spring,4,1,MD
2018-09-18,Tennessee,Memphis,0,4,TN
2018-09-18,Louisiana,New Orleans (Algiers),0,4,LA
2018-09-19,Illinois,Chicago,0,4,IL
2018-09-19,Pennsylvania,Masontown,1,4,PA
2018-09-19,Wisconsin,Middleton,1,4,WI
2018-09-20,New York,Syracuse,0,5,NY
2018-09-20,Maryland,Aberdeen,4,3,MD
2018-09-22,New York,Hempstead,0,4,NY
2018-09-22,District of Columbia,Washington,0,4,DC
2018-09-23,California,Bakersfield,1,4,CA
2018-09-23,California,Baldwin Park,0,4,CA
2018-09-24,Tennessee,Memphis,3,2,TN
2018-09-28,Pennsylvania,Philadelphia,2,2,PA
2018-09-29,Florida,Orlando,1,4,FL
2018-09-30,California,Compton,1,3,CA
2018-10-01,Illinois,Chicago,2,2,IL
2018-10-03,Pennsylvania,Philadelphia,1,4,PA
2018-10-03,South Carolina,Florence,2,6,SC
2018-10-04,Georgia,Swainsboro,0,4,GA
2018-10-04,New Mexico,Espanola (Española),1,3,NM
2018-10-06,California,Oakland,0,6,CA
2018-10-06,Texas,Houston,1,3,TX
2018-10-06,Oklahoma,Tulsa,0,4,OK
2018-10-08,Alabama,Birmingham,0,4,AL
2018-10-12,Nevada,Las Vegas,0,4,NV
2018-10-12,South Carolina,Spartanburg,0,6,SC
2018-10-13,Missouri,Saint Louis,0,4,MO
2018-10-13,Texas,Taft,4,1,TX
2018-10-14,California,Palo Alto (East Palo Alto),2,2,CA
2018-10-14,Nevada,Las Vegas,3,1,NV
2018-10-14,Texas,Fort Worth,0,4,TX
2018-10-15,Tennessee,Columbia,5,0,TN
2018-10-16,Georgia,Atlanta,0,4,GA
2018-10-21,Florida,Jacksonville,1,5,FL
2018-10-21,Washington,Lakewood,1,3,WA
2018-10-22,Illinois,Chicago,0,6,IL
2018-10-24,Illinois,Chicago,0,5,IL
2018-10-26,New Jersey,Jersey City,1,3,NJ
2018-10-27,Pennsylvania,Pittsburgh,11,7,PA
2018-10-27,Tennessee,Memphis,0,5,TN
2018-10-28,Arkansas,El Dorado,2,2,AR
2018-10-29,California,Riverside,0,7,CA
2018-10-30,California,Los Angeles,0,5,CA
2018-10-30,California,Vallejo,2,3,CA
2018-10-31,Michigan,Detroit,1,3,MI
2018-11-01,Missouri,Springfield,3,2,MO
2018-11-01,Minnesota,Minneapolis,0,5,MN
2018-11-02,California,Long Beach (North Long Beach),0,4,CA
2018-11-02,Florida,Tallahassee,3,4,FL
2018-11-03,New York,Watertown,0,5,NY
2018-11-07,California,Thousand Oaks,13,2,CA
2018-11-11,Arizona,Globe,3,1,AZ
2018-11-12,North Carolina,Dunn,3,1,NC
2018-11-13,New Mexico,Gallup,4,1,NM
2018-11-14,Louisiana,Baton Rouge,3,1,LA
2018-11-16,Arkansas,Little Rock,3,1,AR
2018-11-18,California,Los Angeles (Watts),1,4,CA
2018-11-19,Pennsylvania,Philadelphia,4,0,PA
2018-11-19,Colorado,Denver,1,4,CO
2018-11-21,Missouri,Saint Louis,0,4,MO
2018-11-22,Indiana,Fort Wayne,3,2,IN
2018-11-23,Florida,Miami,2,5,FL
2018-11-25,California,Oakland,0,4,CA
2018-11-25,Texas,Houston,1,3,TX
2018-11-25,Alabama,Demopolis,2,2,AL
2018-11-26,Tennessee,Powell,0,4,TN
2018-12-01,Florida,Miami,0,5,FL
2018-12-08,California,Inglewood,0,5,CA
2018-12-08,New York,Corona (Queens),0,5,NY
2018-12-09,Wisconsin,Madison,0,4,WI
2018-12-11,Louisiana,Natchitoches,1,3,LA
2018-12-13,Pennsylvania,Philadelphia,0,4,PA
2018-12-14,Colorado,Colorado Springs,1,3,CO
2018-12-15,Florida,Miami,0,5,FL
2018-12-18,Maryland,Baltimore,0,5,MD
2018-12-22,Nevada,Las Vegas,0,4,NV
2018-12-23,Missouri,Springfield,1,6,MO
2018-12-24,Louisiana,Lutcher,2,2,LA
2018-12-28,Missouri,Saint Charles,4,1,MO
2018-12-29,Ohio,Lima,1,3,OH
2018-12-31,Ohio,Cleveland,3,2,OH
2019-01-01,South Carolina,Columbia,0,5,SC
2019-01-01,Florida,Tallahassee,0,5,FL
2019-01-02,Arkansas,Jonesboro,1,3,AR
2019-01-03,Arizona,Yuma,1,3,AZ
2019-01-04,California,Torrance,3,4,CA
2019-01-04,Virginia,Hurt,3,2,VA
2019-01-06,New Mexico,Roswell,0,4,NM
2019-01-13,Arizona,Phoenix,1,5,AZ
2019-01-15,Arkansas,Little Rock,1,4,AR
2019-01-16,Florida,Jacksonville,1,5,FL
2019-01-16,California,Palmdale,3,1,CA
